"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"taxID296","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_fragi"
"taxID562","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_coli"
"taxID573","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_pneumoniae"
"taxID818","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_thetaiotaomicron"
"taxID820","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_uniformis"
"taxID821","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_vulgatus"
"taxID823","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_distasonis"
"taxID1318","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_parasanguinis"
"taxID1512","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_symbiosum"
"taxID1522","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","[Clostridium]_innocuum"
"taxID1547","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","Erysipelatoclostridium_ramosum"
"taxID28116","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus"
"taxID29361","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella","Tyzzerella_nexilis"
"taxID29466","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_parvula"
"taxID33035","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_producta"
"taxID33038","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus]_gnavus"
"taxID33945","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_avium"
"taxID35833","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila_wadsworthia"
"taxID39778","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_dispar"
"taxID40545","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_wadsworthensis"
"taxID47678","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_caccae"
"taxID74426","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_aerofaciens"
"taxID84112","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella_lenta"
"taxID105841","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes_caccae"
"taxID154046","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi"
"taxID208479","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_bolteae"
"taxID216816","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum"
"taxID291645","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_nordii"
"taxID292800","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Flavonifractor","Flavonifractor_plautii"
"taxID358743","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_citroniae"
"taxID457421","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","unclassified","Clostridiales_bacterium_1_7_47FAA"
"taxID572010","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_isoflavoniconvertens"
"taxID1034346","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dielma","Dielma_fastidiosa"
"taxID1134687","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_michiganensis"
"taxID1603888","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_sp._MJR8396C"
"taxID2547410","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._C5-48"
"taxID1352","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecium"
"taxID37734","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_casseliflavus"
"taxID47715","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_rhamnosus"
"taxID165179","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_copri"
"taxID1308","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_thermophilus"
"taxID1358","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis"
"taxID1685","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_breve"
"taxID28038","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Latilactobacillus","Latilactobacillus_curvatus"
"taxID1244","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_gelidum"
"taxID1267","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Sarcina","Sarcina_ventriculi"
"taxID1304","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_salivarius"
"taxID1351","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_faecalis"
"taxID1613","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_fermentum"
"taxID1686","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_catenulatum"
"taxID28026","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_pseudocatenulatum"
"taxID33025","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium_faecium"
"taxID43675","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Rothia","Rothia_mucilaginosa"
"taxID84024","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_disporicum"
"taxID114527","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Mogibacterium","Mogibacterium_diversum"
"taxID150055","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_lutetiensis"
"taxID341694","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_stomatis"
"taxID419015","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","Alloscardovia_omnicolens"
"taxID1531","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_clostridioformis"
"taxID1596","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_gasseri"
"taxID1597","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_paracasei"
"taxID1598","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_reuteri"
"taxID1689","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium"
"taxID36834","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_celatum"
"taxID46506","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercoris"
"taxID261299","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinibacter","Intestinibacter_bartlettii"
"taxID310298","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_coprocola"
"taxID338188","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_finegoldii"
"taxID358742","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_aldenensis"
"taxID460384","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_lavalensis"
"taxID658659","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","unclassified","Erysipelotrichaceae_bacterium_3_1_53"
"taxID871665","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_faecis"
"taxID1263547","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter_ruminantium"
"taxID1519438","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_sp._ER2"
"taxID1653435","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Merdimonas","Merdimonas_faecis"
"taxID1673721","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Intestinimonas","Intestinimonas_massiliensis"
"taxID1697794","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","unclassified","Clostridia_bacterium_UC5.1-1D1"
"taxID1796628","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum","Longibaculum_muris"
"taxID1898203","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","unclassified","Lachnospiraceae_bacterium"
"taxID1965647","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Drancourtella","Drancourtella_sp._An57"
"taxID2044939","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","unclassified","Clostridia_bacterium"
"taxID2292349","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_sp._AM28-29"
"taxID817","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_fragilis"
"taxID33033","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas_micra"
"taxID1528099","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Lawsonellaceae","Lawsonella","Lawsonella_clevelandensis"
"taxID287","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_aeruginosa"
"taxID571","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_oxytoca"
"taxID584","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","Proteus_mirabilis"
"taxID853","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium_prausnitzii"
"taxID1280","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_aureus"
"taxID1282","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_epidermidis"
"taxID1302","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_gordonii"
"taxID1322","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_hansenii"
"taxID1624","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_salivarius"
"taxID1744","Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionibacterium","Propionibacterium_freudenreichii"
"taxID2047","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Rothia","Rothia_dentocariosa"
"taxID29347","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_scindens"
"taxID29348","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","[Clostridium]_spiroforme"
"taxID29363","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_paraputrificum"
"taxID39485","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira","Lachnospira_eligens"
"taxID67824","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_farmeri"
"taxID71452","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_raffinosus"
"taxID81424","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_methoxybenzovorans"
"taxID100884","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Coprobacillus","Coprobacillus_cateniformis"
"taxID147206","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_stercoris"
"taxID180332","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Robinsoniella","Robinsoniella_peoriensis"
"taxID209880","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Allisonella","Allisonella_histaminiformans"
"taxID218538","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister_invisus"
"taxID230143","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Scardovia","Scardovia_wiggsiae"
"taxID301302","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","Roseburia_faecis"
"taxID418240","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_wexlerae"
"taxID544580","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_oris"
"taxID1577792","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter_othiniensis"
"taxID1689270","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Intestinimonas","Intestinimonas_timonensis"
"taxID1720194","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._AT4"
"taxID1796615","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_caecimuris"
"taxID1965572","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor_sp._An176"
"taxID1982626","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus","Faecalibacillus_intestinalis"
"taxID2109689","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","unclassified","Clostridiales_bacterium_Choco116"
"taxID1587","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_helveticus"
"taxID1632","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_oris"
"taxID78448","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_pullorum"
"taxID28117","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_putredinis"
"taxID28118","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter_splanchnicus"
"taxID33039","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus]_torques"
"taxID237576","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Oribacterium","Oribacterium_sinus"
"taxID291644","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae"
"taxID310297","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_plebeius"
"taxID328812","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii"
"taxID328813","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_onderdonkii"
"taxID328814","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_shahii"
"taxID357276","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_dorei"
"taxID387661","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_johnsonii"
"taxID544645","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_virosa"
"taxID1465754","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_timonensis"
"taxID1472416","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_faecihominis"
"taxID1579343","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sp._263_SSPC"
"taxID1852370","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia","Prevotellamassilia_timonensis"
"taxID2049043","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","unclassified","Desulfovibrionaceae_bacterium"
"taxID2093857","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter_welbionis"
"taxID847","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter","Oxalobacter_formigenes"
"taxID1303","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_oralis"
"taxID1502","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens"
"taxID1535","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","unclassified","[Clostridium]_leptum"
"taxID1680","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_adolescentis"
"taxID28037","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mitis"
"taxID39482","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena_contorta"
"taxID39486","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea_formicigenerans"
"taxID39488","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobutyricum","Anaerobutyricum_hallii"
"taxID39491","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","unclassified","[Eubacterium]_rectale"
"taxID39492","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","unclassified","[Eubacterium]_siraeum"
"taxID40520","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_obeum"
"taxID46228","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus]_lactaris"
"taxID46503","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_merdae"
"taxID61171","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_filiformis"
